datetime,generation_mw,demand_mw,load_shedding,gas,liquid_fuel,coal,hydro,solar,wind,india_bheramara_hvdc,india_tripura,india_adani,nepal,remarks
7/14/26 16:00,15204,,,5684,2323,5335,146,317,0,450,152,759,38,
7/14/26 15:00,14953,,,5721,2089,5253,80,409,6,450,156,751,38,
7/14/26 14:00,14982,,,5439,2054,5251,221,605,7,450,158,759,38,
7/14/26 13:00,14991,,,5434,1975,5293,222,676,9,450,142,752,38,
7/14/26 12:00,14787,,,5638,1624,5291,222,621,5,451,144,753,38,Day_Peak
7/14/26 11:00,14120,,,5704,1081,5168,222,553,13,450,140,751,38,
7/14/26 10:00,13855,,,5719,723,5017,222,362,14,874,134,752,38,
7/14/26 9:00,13354,,,5716,498,4792,222,321,18,874,110,765,38,
7/14/26 8:00,12928,,,5634,283,4498,222,251,31,873,104,994,38,
7/14/26 7:00,12981,,,5585,254,4384,222,115,15,874,116,1378,38,
7/14/26 6:00,12959,,,5580,254,4495,222,27,11,874,114,1344,38,
7/14/26 5:00,13130,,,5572,254,4626,221,0,9,874,126,1410,38,
7/14/26 4:00,13294,,,5684,254,4723,219,0,15,874,126,1361,38,
7/14/26 3:00,13551,,,5608,380,5039,219,0,17,777,126,1347,38,
7/14/26 2:00,13961,,,5676,699,5014,217,0,9,777,134,1397,38,
7/14/26 1:00,14369,,,5514,1046,5146,217,0,17,872,132,1387,38,
7/13/26 23:00,14806,,,5577,1184,5523,222,0,2,776,134,1350,38,
7/13/26 22:00,15233,,,5536,1418,5638,222,0,14,776,134,1457,38,
7/13/26 21:00,15406,,,5666,1453,5627,222,0,2,777,136,1485,38,
7/13/26 20:00,15420,,,5455,1787,5417,222,0,3,874,148,1476,38,
7/13/26 19:30,15527,,,5562,1864,5333,222,0,0,874,150,1484,38,Evening_Peak
7/13/26 19:00,14382,,,5514,1321,4839,222,0,0,873,144,1431,38,
7/13/26 18:00,13261,,,5503,697,4599,222,24,0,874,130,1174,38,
7/13/26 17:00,13271,,,5600,591,4535,221,94,3,873,136,1180,38,
7/13/26 16:00,13438,,,5474,581,4660,220,200,0,874,132,1259,38,
7/13/26 15:00,13546,,,5482,582,4645,220,234,1,873,130,1341,38,
7/13/26 14:00,13619,,,5404,565,4798,219,192,3,873,140,1387,38,
7/13/26 13:00,13790,,,5330,513,5005,219,191,0,873,134,1487,38,
7/13/26 12:00,13613,,,5537,375,4804,222,148,0,873,136,1480,38,Day_Peak
7/13/26 11:00,13217,,,5449,376,4655,216,161,1,873,124,1324,38,
7/13/26 10:00,12889,,,5194,409,4622,206,115,6,874,120,1305,38,
7/13/26 9:00,12796,,,5161,391,4599,206,72,2,873,110,1344,38,
7/13/26 8:00,12652,,,5167,348,4542,199,46,3,862,98,1349,38,
7/13/26 7:00,12560,,,5187,348,4470,202,28,2,862,96,1327,38,
7/13/26 6:00,12446,,,5214,295,4459,202,4,9,861,104,1260,38,
7/13/26 5:00,12748,,,5326,295,4546,202,0,16,861,114,1350,38,
7/13/26 4:00,12848,,,5262,393,4629,202,0,12,861,124,1327,38,
7/13/26 3:00,13230,,,5260,636,4706,202,0,14,861,126,1387,38,
7/13/26 2:00,13640,,,5289,898,4749,202,0,5,861,130,1468,38,
7/13/26 1:00,13996,,,5479,1022,4779,202,0,6,896,132,1442,38,
7/13/26 0:00,14285,,,5655,1046,4881,172,0,4,896,134,1459,38,
7/14/26 0:00,14285,,,5655,1046,4881,172,0,4,896,134,1459,38,
7/12/26 23:00,14608,,,5622,1234,5054,172,0,2,896,136,1454,38,
7/12/26 22:00,14977,,,5558,1625,5053,172,0,15,895,136,1485,38,
7/12/26 21:00,15244,,,5625,1787,5053,204,0,23,893,138,1483,38,
7/12/26 20:00,15140,,,5542,1779,5044,204,0,22,892,138,1481,38,
7/12/26 19:30,15498,,,5437,2296,4988,204,0,8,892,144,1491,38,Evening_Peak
7/12/26 19:00,14397,,,5562,1432,4709,204,0,11,893,144,1404,38,
7/12/26 18:00,13192,,,5617,587,4464,203,17,6,893,134,1233,38,
7/12/26 17:00,13149,,,5512,469,4555,203,124,2,893,132,1221,38,
7/12/26 16:00,13626,,,5426,717,4784,157,163,6,893,138,1304,38,
7/12/26 15:00,13617,,,5428,743,4685,156,154,8,893,144,1368,38,
7/12/26 14:00,13688,,,5381,1012,4490,156,192,0,893,150,1376,38,
7/12/26 13:00,13864,,,5452,1214,4425,156,226,0,893,150,1310,38,
7/12/26 12:00,13395,,,5514,886,4401,191,197,42,894,141,1091,38,Day_Peak
7/12/26 11:00,13234,,,5575,653,4415,198,228,10,894,144,1079,38,
7/12/26 10:00,13178,,,5424,772,4443,198,154,22,894,126,1107,38,
7/12/26 9:00,13065,,,5382,680,4442,202,147,2,894,128,1150,38,
7/12/26 8:00,12714,,,5448,628,4193,166,54,11,894,120,1162,38,
7/12/26 7:00,12197,,,5294,484,4065,172,30,12,897,118,1087,38,
7/12/26 6:00,12134,,,5250,298,4125,172,5,7,894,116,1229,38,
7/12/26 5:00,12621,,,5396,329,4252,172,0,4,894,120,1416,38,
7/12/26 4:00,12804,,,5335,412,4453,172,0,7,894,118,1375,38,
7/12/26 3:00,12991,,,5318,361,4738,172,0,5,894,122,1343,38,
7/12/26 2:00,13407,,,5458,561,4725,172,0,9,894,126,1424,38,
7/12/26 1:00,13888,,,5478,982,4770,172,0,6,894,128,1420,38,
7/12/26 0:00,14568,,,5543,1440,4816,204,0,9,894,134,1490,38,
7/11/26 23:00,14822,,,5520,1641,4890,202,0,5,894,138,1494,38,
7/11/26 22:00,14860,,,5567,1667,4882,172,0,8,905,138,1483,38,
7/11/26 21:00,15134,,,5575,1926,4883,172,0,11,905,142,1482,38,
7/11/26 20:00,15237,,,5353,2268,4857,172,0,14,905,140,1490,38,
7/11/26 19:30,15325,,,5483,2311,4787,172,0,6,905,144,1479,38,Evening_Peak
7/11/26 19:00,14259,,,5208,1710,4568,172,0,13,905,150,1495,38,
7/11/26 18:00,13135,,,5496,766,4290,172,31,24,905,130,1283,38,
7/11/26 17:00,12975,,,5465,661,4218,172,75,14,905,140,1287,38,
7/11/26 16:00,13115,,,5461,613,4363,172,154,0,905,128,1281,38,
7/11/26 15:00,13450,,,5351,836,4398,170,241,0,905,146,1365,38,
7/11/26 14:00,13584,,,5202,1095,4278,200,355,3,905,136,1372,38,
7/11/26 13:00,14174,,,5245,1553,4361,170,344,1,905,136,1421,38,
7/11/26 12:00,13859,,,5427,1061,4330,170,352,2,905,144,1430,38,Day_Peak
7/11/26 11:00,13317,,,5699,735,4156,172,211,1,905,132,1268,38,
7/11/26 10:00,13079,,,5701,569,4095,195,221,5,905,126,1224,38,
7/11/26 9:00,12721,,,5588,437,4058,172,187,0,905,118,1218,38,
7/11/26 8:00,12397,,,5659,344,3913,172,114,0,905,128,1124,38,
7/11/26 7:00,12257,,,5540,345,3935,172,64,26,905,114,1118,38,
7/11/26 6:00,12277,,,5469,330,4010,172,17,14,906,116,1205,38,
7/11/26 5:00,12523,,,5432,330,4143,172,0,23,905,112,1368,38,
7/11/26 4:00,12723,,,5365,392,4247,172,0,26,905,116,1462,38,
7/11/26 3:00,13063,,,5433,590,4252,202,0,24,905,118,1501,38,
7/11/26 2:00,13510,,,5256,1118,4352,202,0,32,905,122,1485,38,
7/11/26 1:00,14162,,,5068,1962,4375,172,0,36,905,126,1480,38,
7/11/26 0:00,14621,,,5126,2167,4509,205,0,54,905,132,1485,38,
7/10/26 23:00,14744,,,5619,1816,4526,172,0,46,906,130,1491,38,
7/10/26 22:00,14517,,,5432,1753,4527,212,0,36,905,132,1482,38,
7/10/26 21:00,14358,,,5543,1491,4620,150,0,8,905,130,1473,38,Evening_Peak
7/10/26 20:00,14229,,,5720,1326,4495,113,0,25,905,122,1485,38,
7/10/26 19:30,14031,,,5746,1282,4434,80,0,32,904,126,1389,38,
7/10/26 19:00,12969,,,5704,722,4223,0,0,43,905,118,1216,38,
7/10/26 18:00,11576,,,5286,365,3784,135,21,46,905,100,896,38,
7/10/26 17:00,11459,,,5204,270,3828,130,89,34,904,104,858,38,
7/10/26 16:00,11566,,,5007,240,3903,119,197,32,905,112,1013,38,
7/10/26 15:00,12273,,,4982,290,4203,183,331,28,905,124,1189,38,
7/10/26 14:00,12484,,,4915,368,4314,181,316,61,905,122,1264,38,
7/10/26 13:00,12924,,,5272,360,4228,180,413,63,905,136,1329,38,
7/10/26 12:00,12175,,,5126,302,3932,173,364,61,905,124,1150,38,Day_Peak
7/10/26 11:00,11649,,,5157,351,3639,175,390,59,904,110,826,38,
7/10/26 10:00,11366,,,4968,418,3581,174,299,40,904,106,838,38,
7/10/26 9:00,11405,,,5005,378,3634,179,200,39,904,104,924,38,
7/10/26 8:00,11330,,,5035,378,3617,160,130,46,905,94,926,38,
7/10/26 7:00,11510,,,4991,379,3683,164,66,60,905,100,1124,38,
7/10/26 6:00,11843,,,4988,440,3916,164,6,52,905,110,1224,38,
7/10/26 5:00,12644,,,5093,614,4278,164,0,60,905,122,1370,38,
7/10/26 4:00,13303,,,5086,1280,4271,164,0,65,904,120,1375,38,
7/10/26 3:00,13755,,,5135,1690,4279,161,0,63,905,122,1362,38,
7/10/26 2:00,14215,,,5165,1953,4375,159,0,3,905,130,1487,38,
7/10/26 1:00,14272,,,5060,2000,4494,158,0,0,905,130,1487,38,
7/10/26 0:00,14736,,,4878,1991,5196,94,0,8,905,140,1486,38,
7/9/26 23:00,14930,,,5235,1769,5279,58,0,16,905,144,1486,38,
7/9/26 22:00,14964,,,5129,1828,5376,58,0,12,905,142,1476,38,
7/9/26 21:00,15407,,,5195,2262,5226,155,0,7,905,142,1477,38,Evening_Peak
7/9/26 20:00,15211,,,4905,2589,4998,160,0,0,905,140,1476,38,
7/9/26 19:30,15059,,,4878,2503,4944,165,0,7,905,148,1471,38,
7/9/26 19:00,14189,,,4644,2138,4706,166,0,31,905,144,1417,38,
7/9/26 18:00,13331,,,4674,1589,4558,161,29,21,905,138,1218,38,
7/9/26 17:00,13238,,,4586,1314,4733,161,91,53,905,138,1219,38,
7/9/26 16:00,13726,,,4816,1589,4634,132,202,46,904,128,1237,38,
7/9/26 15:00,13944,,,4751,1637,4744,132,238,53,905,122,1324,38,
7/9/26 14:00,13890,,,4652,1723,4680,128,260,19,905,116,1369,38,
7/9/26 13:00,13880,,,4751,1541,4655,126,311,13,905,126,1414,38,
7/9/26 12:00,13754,,,4805,1411,4630,148,231,50,905,124,1412,38,Day_Peak
7/9/26 11:00,13188,,,4920,968,4443,144,192,16,900,134,1433,38,
7/9/26 10:00,12643,,,4793,683,4378,144,114,0,900,144,1449,38,
7/9/26 9:00,12150,,,4741,321,4306,144,104,6,900,140,1450,38,
7/9/26 8:00,11762,,,4786,238,4034,144,65,28,900,136,1393,38,
7/9/26 7:00,11457,,,4749,223,3906,147,29,29,897,120,1319,38,
7/9/26 6:00,11380,,,4710,185,3976,150,3,6,897,122,1293,38,
7/9/26 5:00,11736,,,4666,164,4270,153,0,45,895,120,1385,38,
7/9/26 4:00,12228,,,4650,215,4677,152,0,42,890,122,1442,38,
7/9/26 3:00,12857,,,4718,656,4752,150,0,44,889,134,1476,38,
7/9/26 2:00,13226,,,4460,1212,4803,148,0,60,889,140,1476,38,
7/9/26 1:00,13615,,,4645,1397,4812,147,0,62,889,148,1477,38,
7/9/26 0:00,14090,,,4525,1995,4860,142,0,41,859,152,1478,38,
7/8/26 23:00,14773,,,4656,2428,4946,142,0,46,859,164,1494,38,
7/8/26 22:00,15029,,,4684,2684,4949,155,0,32,859,156,1472,38,
7/8/26 21:00,15376,,,4698,2999,4943,155,0,57,859,160,1467,38,Evening_Peak
7/8/26 20:00,15049,,,4574,2843,4878,155,0,64,859,164,1474,38,
7/8/26 19:30,14893,,,4560,2772,4815,156,0,53,859,164,1476,38,
7/8/26 19:00,14118,,,4536,2264,4576,158,0,56,847,160,1483,38,
7/8/26 18:00,13365,,,4368,1839,4523,161,33,53,848,128,1374,38,
7/8/26 17:00,13616,,,4393,1749,4694,160,74,36,848,134,1490,38,
7/8/26 16:00,13791,,,4445,1813,4747,162,103,42,848,120,1473,38,
7/8/26 15:00,14011,,,4483,1806,4843,160,167,50,848,126,1490,38,
7/8/26 14:00,14064,,,4422,1986,4880,156,237,32,848,142,1323,38,
7/8/26 13:00,14414,,,4482,2013,5159,154,207,22,849,136,1354,38,
7/8/26 12:00,14149,,,4654,1538,5170,154,183,49,848,142,1373,38,Day_Peak
7/8/26 11:00,13812,,,4697,1234,5098,154,233,34,848,132,1344,38,
7/8/26 10:00,13444,,,4712,962,5064,144,177,12,848,122,1365,38,
7/8/26 9:00,12964,,,4668,543,5068,144,128,18,848,122,1387,38,
7/8/26 8:00,12851,,,4791,409,5065,144,52,14,848,120,1370,38,
7/8/26 7:00,12875,,,4843,403,5068,144,20,4,848,114,1393,38,
7/8/26 6:00,12671,,,4818,445,4895,144,3,51,848,114,1315,38,
7/8/26 5:00,13062,,,4800,707,5063,146,0,30,848,114,1316,38,
7/8/26 4:00,13403,,,4777,1037,5049,148,0,41,848,118,1347,38,
7/8/26 3:00,13721,,,4723,1267,5135,148,0,44,848,126,1392,38,
7/8/26 2:00,14488,,,4748,1838,5216,148,0,51,848,128,1473,38,
7/8/26 1:00,14667,,,4816,2093,5070,148,0,40,848,134,1480,38,
7/8/26 0:00,15240,,,4785,2662,5071,146,0,45,880,130,1483,38,
7/7/26 23:00,15383,,,4620,2708,5309,146,0,63,880,132,1487,38,
7/7/26 22:00,15409,,,4655,2548,5460,144,0,59,880,134,1491,38,
7/7/26 21:00,15346,,,4647,2623,5340,144,0,56,879,132,1487,38,
7/7/26 20:00,15524,,,4668,2823,5296,144,0,57,880,140,1478,38,
7/7/26 19:30,15320,,,4810,2654,5120,148,0,56,880,142,1472,38,
7/7/26 19:00,14321,,,4871,1923,4837,148,0,43,879,148,1434,38,
7/7/26 18:00,13249,,,4713,1318,4705,78,8,20,879,130,1360,38,
7/7/26 17:00,13072,,,4666,1317,4628,58,27,26,879,128,1305,38,
7/7/26 16:00,13346,,,4594,1637,4680,58,36,11,879,136,1277,38,
7/7/26 15:00,13723,,,4682,1653,4855,58,99,16,879,136,1307,38,
7/7/26 14:00,13932,,,4676,1662,4813,130,222,58,879,128,1326,38,
7/7/26 13:00,13946,,,4535,1642,4829,130,338,56,878,130,1370,38,
7/7/26 12:00,13862,,,4468,1452,4998,130,273,65,879,140,1419,38,Day_Peak
7/7/26 11:00,13765,,,4670,1129,5022,130,355,49,879,134,1359,38,
7/7/26 10:00,13506,,,5052,624,5092,130,332,64,757,134,1283,38,
7/7/26 9:00,13716,,,5403,527,5032,125,273,65,878,124,1251,38,
7/7/26 8:00,13532,,,5350,513,5022,123,156,61,878,122,1269,38,
7/7/26 7:00,13487,,,5340,549,5041,122,69,58,878,120,1272,38,
7/7/26 6:00,13469,,,5380,613,4950,128,10,61,878,120,1291,38,
7/7/26 5:00,13703,,,5444,613,5113,130,0,62,879,128,1296,38,
7/7/26 4:00,13956,,,5440,641,5339,136,0,51,878,128,1305,38,
7/7/26 3:00,14345,,,5413,929,5408,136,0,55,879,130,1357,38,
7/7/26 2:00,14551,,,5338,1164,5416,134,0,60,879,126,1396,38,
7/7/26 1:00,14839,,,5185,1660,5338,134,0,51,879,126,1428,38,
7/7/26 0:00,15310,,,5342,1550,5700,132,0,53,879,132,1484,38,
7/6/26 23:00,15473,,,5478,1567,5694,132,0,51,879,142,1492,38,
7/6/26 22:00,15580,,,5507,1647,5686,132,0,53,894,134,1489,38,
7/6/26 21:00,15626,,,5555,1722,5652,105,0,34,893,140,1487,38,
7/6/26 20:00,15631,,,5295,2210,5438,103,0,37,893,134,1483,38,Evening_Peak
7/6/26 19:30,15497,,,5265,2255,5303,99,0,32,893,136,1476,38,
7/6/26 19:00,14558,,,5081,1771,5086,100,0,40,894,146,1402,38,
7/6/26 18:00,13441,,,5034,1105,4731,100,53,47,893,132,1308,38,
7/6/26 17:00,13671,,,5158,978,4765,105,189,59,894,132,1353,38,
7/6/26 16:00,14086,,,5262,1093,4929,110,200,59,894,140,1361,38,
7/6/26 15:00,14206,,,5306,1176,4887,114,259,41,893,130,1362,38,
7/6/26 14:00,14338,,,5179,1198,4946,108,421,60,893,134,1362,38,
7/6/26 13:00,14695,,,5407,1168,5120,108,429,29,893,134,1367,38,
7/6/26 12:00,14493,,,5585,836,5112,106,468,10,893,144,1301,38,Day_Peak
7/6/26 11:00,14103,,,5522,732,5022,106,415,29,894,134,1211,38,
7/6/26 10:00,13821,,,5502,575,5061,106,351,38,894,126,1130,38,
7/6/26 9:00,13543,,,5401,542,5077,105,214,16,893,116,1141,38,
7/6/26 8:00,13450,,,5324,517,5093,103,234,2,894,116,1129,38,
7/6/26 7:00,13453,,,5354,527,5140,101,88,9,894,114,1188,38,
7/6/26 6:00,13528,,,5288,563,5249,102,16,22,894,114,1242,38,
7/6/26 5:00,13848,,,5342,623,5367,104,0,34,894,112,1334,38,
7/6/26 4:00,14199,,,5420,751,5461,106,0,35,894,126,1368,38,
7/6/26 3:00,14501,,,5335,1123,5453,108,0,55,894,124,1371,38,
7/6/26 2:00,14932,,,5286,1517,5538,108,0,58,894,128,1365,38,
7/6/26 1:00,15228,,,5343,1752,5549,108,0,63,894,122,1359,38,
7/6/26 0:00,15478,,,5428,1612,5728,107,0,53,892,132,1488,38,
7/5/26 23:00,15699,,,5599,1630,5758,106,0,33,902,138,1495,38,
7/5/26 22:00,15753,,,5418,1611,6030,106,0,27,902,132,1489,38,
7/5/26 21:00,15822,,,5465,1630,6052,70,0,41,902,134,1490,38,Evening_Peak
7/5/26 20:00,15779,,,5481,1613,5995,70,0,46,902,148,1486,38,
7/5/26 19:30,15719,,,5492,1587,5933,70,0,65,902,142,1490,38,
7/5/26 19:00,14804,,,5429,1193,5612,68,0,37,902,146,1379,38,
7/5/26 18:00,13408,,,5356,775,4939,68,48,48,902,152,1082,38,
7/5/26 17:00,13663,,,5453,665,5006,70,157,45,902,152,1175,38,
7/5/26 16:00,14102,,,5498,608,5350,70,177,27,902,160,1272,38,
7/5/26 15:00,14299,,,5497,544,5436,70,337,44,901,142,1290,38,
7/5/26 14:00,14206,,,5479,525,5402,70,309,65,902,142,1274,38,
7/5/26 13:00,14191,,,5350,512,5381,70,408,63,902,146,1321,38,
7/5/26 12:00,14150,,,5468,540,5409,70,410,52,902,144,1117,38,Day_Peak
7/5/26 11:00,13875,,,5434,515,5266,70,426,25,901,142,1058,38,
7/5/26 10:00,13557,,,5226,503,5271,70,324,55,902,114,1054,38,
7/5/26 9:00,13638,,,5308,396,5363,65,286,24,902,142,1114,38,
7/5/26 8:00,13862,,,5354,470,5411,64,256,38,902,140,1189,38,
7/5/26 7:00,14048,,,5504,504,5420,65,101,64,902,152,1298,38,
7/5/26 6:00,14242,,,5437,704,5515,65,22,63,902,152,1344,38,
7/5/26 5:00,14675,,,5606,863,5544,65,0,56,902,156,1445,38,
7/5/26 4:00,15019,,,5426,1345,5541,65,0,55,902,168,1479,38,
7/5/26 3:00,15353,,,5409,1534,5721,65,0,49,902,150,1485,38,
7/5/26 2:00,15668,,,5445,1752,5759,65,0,53,901,176,1479,38,
7/5/26 1:00,16058,,,5572,2008,5757,65,0,40,900,182,1496,38,
7/5/26 0:00,15986,,,5609,1894,5757,65,0,51,900,176,1496,38,
7/4/26 23:00,15950,,,5699,1892,5661,65,0,25,900,186,1484,38,
7/4/26 22:00,15753,,,5630,1815,5605,65,0,35,900,182,1483,38,
7/4/26 21:00,15224,,,5670,1661,5242,65,0,62,900,170,1416,38,
7/4/26 20:00,15323,,,5103,2508,5093,65,0,62,840,172,1442,38,
7/4/26 19:30,16077,,,5268,2774,5311,65,0,63,900,182,1476,38,Evening_Peak
7/4/26 19:00,15382,,,5418,2401,4978,65,0,51,900,176,1355,38,
7/4/26 18:00,14529,,,5398,1838,4806,65,47,54,900,185,1198,38,
7/4/26 17:00,14919,,,5581,1679,4898,65,183,64,899,192,1320,38,
7/4/26 16:00,14913,,,5565,1485,4964,65,276,65,899,198,1358,38,
7/4/26 15:00,15464,,,5640,1262,5344,65,532,60,900,192,1431,38,
7/4/26 14:00,15555,,,5647,1202,5489,65,541,65,900,38,1430,38,
7/4/26 13:00,15435,,,5639,1154,5336,65,625,62,900,172,1444,38,
7/4/26 12:00,15214,,,5462,939,5398,65,724,65,900,168,1455,38,Day_Peak
7/4/26 11:00,14960,,,5357,740,5406,65,754,63,899,162,1476,38,
7/4/26 10:00,14489,,,5507,734,5214,65,581,60,900,158,1232,38,
7/4/26 9:00,14223,,,5682,613,5242,65,464,62,900,152,1005,38,
7/4/26 8:00,14032,,,5662,651,5226,65,298,60,899,124,1009,38,
7/4/26 7:00,14371,,,5612,908,5481,65,169,46,900,122,1030,38,
7/4/26 6:00,14369,,,5328,1215,5578,65,32,54,899,132,1028,38,
7/4/26 5:00,15080,,,5288,1932,5639,65,0,50,900,148,1020,38,
7/4/26 4:00,15267,,,5334,1911,5741,65,0,58,900,150,1070,38,
7/4/26 3:00,15297,,,5396,1754,5766,65,0,57,900,152,1169,38,
7/4/26 2:00,15663,,,5514,1867,5835,65,0,65,900,156,1223,38,
7/4/26 1:00,15940,,,5516,1919,5980,65,0,30,900,164,1328,38,
7/4/26 0:00,16274,,,5612,1963,6034,65,0,36,900,162,1464,38,
7/3/26 23:00,16119,,,5670,1926,5832,65,0,57,900,152,1479,38,
7/3/26 22:00,16309,,,5501,2239,5860,60,0,61,899,162,1489,38,
7/3/26 21:00,16360,,,5606,2231,5809,60,0,60,900,160,1496,38,Evening_Peak
7/3/26 20:00,15905,,,5534,2061,5632,60,0,41,900,158,1481,38,
7/3/26 19:30,15913,,,5732,2037,5597,60,0,22,900,156,1371,38,
7/3/26 19:00,14147,,,5362,1335,5042,60,0,39,899,156,1216,38,
7/3/26 18:00,13246,,,5220,644,4930,60,39,54,900,152,1209,38,
7/3/26 17:00,13766,,,5491,502,5090,0,195,55,899,160,1336,38,
7/3/26 16:00,14190,,,5596,568,5176,0,295,47,900,170,1400,38,
7/3/26 15:00,14492,,,5554,624,5251,0,460,35,900,170,1460,38,
7/3/26 14:00,14303,,,5411,677,5151,0,482,37,899,168,1440,38,
7/3/26 13:00,14524,,,5645,725,5292,0,529,46,900,170,1179,38,
7/3/26 12:00,13980,,,5630,387,4965,0,732,50,900,156,1122,38,Day_Peak
7/3/26 11:00,13437,,,5579,350,4676,0,653,45,878,148,1070,38,
7/3/26 10:00,13166,,,5401,334,4566,0,657,44,878,146,1102,38,
7/3/26 9:00,13247,,,5343,408,4681,96,457,34,878,138,1174,38,
7/3/26 8:00,13582,,,5421,514,4894,95,337,24,879,158,1222,38,
7/3/26 7:00,14007,,,5516,698,5182,94,135,26,879,118,1321,38,
7/3/26 6:00,14097,,,5378,718,5390,93,32,27,879,128,1414,38,
7/3/26 5:00,14784,,,5438,1191,5526,93,0,24,879,122,1473,38,
7/3/26 4:00,15066,,,5438,1412,5550,95,0,19,879,150,1485,38,
7/3/26 3:00,15389,,,5414,1659,5643,95,0,16,879,154,1491,38,
7/3/26 2:00,15687,,,5404,1901,5711,97,0,11,879,158,1488,38,
7/3/26 1:00,15827,,,5576,1605,5979,96,0,3,879,164,1487,38,
7/3/26 0:00,16109,,,5568,1694,6159,97,0,8,879,172,1494,38,
7/2/26 23:00,16419,,,5430,1967,6200,127,0,22,979,174,1482,38,
7/2/26 22:00,16457,,,5274,2314,6197,96,0,15,879,162,1482,38,
7/2/26 21:00,16716,,,5260,2640,6154,96,0,5,879,164,1480,38,Evening_Peak
7/2/26 20:00,16590,,,5078,2780,6046,95,0,21,878,170,1484,38,
7/2/26 19:30,16512,,,5218,2652,5968,95,0,17,878,168,1478,38,
7/2/26 19:00,15513,,,5338,1927,5614,94,0,17,879,174,1432,38,
